TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio
RL,新港潮洲粉麵,"G/F., NO. 62 SHAM TSENG TSUEN  AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, TSUEN WAN, NEW TERRITORIES",['A'],114.05930259919694,22.367390381343384,1061,8,2,0,0,5,1,0,0,0,37.308040770101925,29390,3.109154929577465,0.49037372593431483,0.956964892412231,0.4881087202718007,0.47183098591549294,0.227
RL,永騰潮州鹵水鵝店,"G/F, NO. 6 CHUEN LUNG STREET, TSUEN WAN, NEW TERRITORIES",[],114.11687981994676,22.372236881578445,993,6,4,0,0,3,0,0,1,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RL,Tao Heung Tea House,"SHOP 4A, 4/F, KOLOUR TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,Wan Kwai Heung,"G/F, TSUEN ON HOUSE, 22 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",[],114.11531391279556,22.37266431673088,990,23,0,0,3,1,0,0,0,0,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RL,Cafe' de Coral,"RESTAURANT UNIT ON PODIUM FLOOR, PODIUM A, RIVIERA GARDENS, 1-7 YI HONG STREET, TSUEN WAN, NEW TERRITORIES",[],114.11358000000008,22.363470000000063,1008,10,1,0,2,1,0,0,0,0,49.34173783996608,42630,3.0197548929943294,0.5439457265733842,0.9420316191168454,0.4377006481313223,0.7987927565392354,0.192
RL,KFC,"SHOP NO. 302, 3/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11634329432452,22.37376947066457,1001,8,3,6,0,0,2,0,1,0,38.995377813504824,33230,2.5387755102040814,0.5265273311897106,0.9726688102893891,0.4565916398713826,0.7408163265306122,0.301
RL,McDonald's,"SHOP NO. 301, 3/F., NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11634329432452,22.37376947066457,1001,8,3,6,0,0,2,0,1,0,38.995377813504824,33230,2.5387755102040814,0.5265273311897106,0.9726688102893891,0.4565916398713826,0.7408163265306122,0.301
RL,Hon Wo Korean Restaurant,"9/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.1167183844916,22.370066220113102,995,16,0,0,0,3,2,0,1,7,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Satay King,"2/F-3/F, CHAU HOP SHING BUILDING, 2-8 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",['D'],114.11831329302782,22.371896953495167,994,8,3,0,0,2,7,0,0,1,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RL,VERY GOOD JOYFUL BANQUET,"SHOP B, 5/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11634329432452,22.37376947066457,1001,8,3,6,0,0,2,0,1,0,38.995377813504824,33230,2.5387755102040814,0.5265273311897106,0.9726688102893891,0.4565916398713826,0.7408163265306122,0.301
RL,SOUP PLUS,"SHOP NO. 8, G/F, SMARTLAND, 16 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.12126410281586,22.368777081983136,996,9,0,0,0,9,1,0,2,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,KCAL,"G/F., NO. 88 SHAM TSENG RESITE VILLAGE AND THE OUTSIDE SEATING AREA AT SHOP FRONT, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",['A'],114.06104892500002,22.370309176000035,1061,2,0,0,0,2,0,0,0,0,37.308040770101925,29390,3.109154929577465,0.49037372593431483,0.956964892412231,0.4881087202718007,0.47183098591549294,0.227
RL,肥仔記麵食,"G/F, NO. 246 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11556989611852,22.37014890758793,999,2,2,0,3,3,0,0,4,10,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RL,CANAAN GOURMET,"NO. 79, G/F, SHAM TSENG VILLAGE, TSUEN WAN, NEW TERRITORIES",[],114.05853523596124,22.366995551794304,1061,6,2,0,0,1,1,0,0,0,37.308040770101925,29390,3.109154929577465,0.49037372593431483,0.956964892412231,0.4881087202718007,0.47183098591549294,0.227
RL,深井陳記燒鵝魚蛋粉麵,"G/F, NO. 27 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",[],114.11722498671952,22.371826880784624,993,10,6,0,0,2,0,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RL,MO-IKKEN Cafe,"SHOP NOS. P6 & P7  ON LEVEL 1, PARK ISLAND-PIER, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0643214313613,22.352853814304268,1741,2,0,0,0,0,0,0,0,0,38.2863860187278,56720,2.5312627707396813,0.5796738779463998,0.8264449467226348,0.4300936390054892,0.695136902329383,0.246
RL,山西刀削麵皇,"G/F, KWAN TAK BUILDING, 245 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11620063433249,22.370199869559244,995,1,2,0,0,4,0,0,4,7,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,松板日本料理,"SHOP 108-109, G/F., HOI SAN MANSION AND HOI NGAN MANSION, RIVIERA GARDENS, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11330602788983,22.36235474346316,1008,2,1,0,7,2,0,0,0,0,49.34173783996608,42630,3.0197548929943294,0.5439457265733842,0.9420316191168454,0.4377006481313223,0.7987927565392354,0.192
RL,銀龍粉麵茶餐廳,"G/F, 22&20 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11802830831988,22.37144902458948,994,12,4,0,0,3,2,0,0,3,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RL,VERY GOOD JOYFUL BANQUET,"SHOP A, 5/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11634329432452,22.37376947066457,1001,8,3,6,0,0,2,0,1,0,38.995377813504824,33230,2.5387755102040814,0.5265273311897106,0.9726688102893891,0.4565916398713826,0.7408163265306122,0.301
RL,惠比壽居食屋,"G/F, NO. 33 TIN LIU NEW VILLAGE, LOT NO. 593 IN MA WAN, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.05952304325046,22.351942575700548,1742,5,1,0,1,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,惠比壽居食屋,"G/F, NO. 33 TIN LIU NEW VILLAGE, LOT NO. 593 IN MA WAN, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.05952304325046,22.351942575700548,1742,5,1,0,1,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,惠比壽居食屋,"G/F, NO. 33 TIN LIU NEW VILLAGE, LOT NO. 593 IN MA WAN, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.05952304325046,22.351942575700548,1742,5,1,0,1,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,Rhine Garden Restaurant,"RESTAURANT A, SHOP A, B & C OF RHINE GARDEN AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, 38 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",['A'],114.06080966538786,22.368407190017592,1063,0,0,0,4,0,0,0,0,0,49.65528383172833,54780,3.2638544251447477,0.5212873796249367,0.8935631018753167,0.42397364419665484,0.837055417700579,0.23
RL,華記,"G/F, NO. 23 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05887093118338,22.352654576465795,1742,1,1,0,0,3,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,華記,"G/F, NO. 23 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05887093118338,22.352654576465795,1742,1,1,0,0,3,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,華記,"G/F, NO. 23 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05887093118338,22.352654576465795,1742,1,1,0,0,3,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,Cafe de Coral,"SHOP NO. 104, LEI MUK SHUE SHOPPING CENTRE, TSUEN WAN, NEW TERRITORIES",[],114.13575000000004,22.378480000000025,1018,1,0,0,3,4,3,0,0,0,50.71238303517011,19920,2.7453740157480313,0.45875309217366367,0.9641487111461657,0.48209228121750974,0.0,0.126
RL,綠園茶餐廳,"SHOP NO. 103, 1/F, LEI MUK SHUE SHOPPING CENTRE, LEI MUK SHUE ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13655155996634,22.3781367774951,1018,3,3,0,3,3,0,0,1,0,50.71238303517011,19920,2.7453740157480313,0.45875309217366367,0.9641487111461657,0.48209228121750974,0.0,0.126
RL,HK Diner,"RESTAURANT 3 ON G/F, HONG KONG GARDEN COMMERCIAL CENTRE, 100 CASTLE PEAK ROAD, TSING LUNG TAU, TSUEN WAN, NEW TERRITORIES",[],114.04011130986744,22.361802711320024,1067,0,0,0,0,1,0,0,0,0,50.65551292179212,37080,2.9263540290620873,0.5187902042658842,0.9266448482112628,0.445547906556822,0.774108322324967,0.372
RL,金馬餐廳,"NO. 46, G/F, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05952270797434,22.35237726119924,1742,4,1,0,0,3,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,金馬餐廳,"NO. 46, G/F, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05952270797434,22.35237726119924,1742,4,1,0,0,3,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,金馬餐廳,"NO. 46, G/F, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05952270797434,22.35237726119924,1742,4,1,0,0,3,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,FOOD JOURNEY,"G/F, NO. 13 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05887160173565,22.35225631033641,1742,2,1,0,0,6,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,FOOD JOURNEY,"G/F, NO. 13 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05887160173565,22.35225631033641,1742,2,1,0,0,6,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,FOOD JOURNEY,"G/F, NO. 13 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05887160173565,22.35225631033641,1742,2,1,0,0,6,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,Lung Wah Court Seafood Restaurant,"SHOP NO. 1, G/F., LEI MUK SHUE SHOPPING CENTRE, LEI MUK SHUE ESTATE, PHASE 3, TSUEN WAN, NEW TERRITORIES",[],114.13655155996634,22.3781367774951,1018,3,3,0,3,3,0,0,1,0,50.71238303517011,19920,2.7453740157480313,0.45875309217366367,0.9641487111461657,0.48209228121750974,0.0,0.126
RL,樂意茶餐廳,"G/F, LOT 504, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05922999600013,22.35219257400007,1742,5,1,0,0,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,樂意茶餐廳,"G/F, LOT 504, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05922999600013,22.35219257400007,1742,5,1,0,0,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,樂意茶餐廳,"G/F, LOT 504, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05922999600013,22.35219257400007,1742,5,1,0,0,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,THAI chef,"SHOP G31-G32A, G/F, PANDA PLACE, PANDA HOTEL, NO. 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,馬灣輝記海鮮飯店有限公司,"G/F, 211 & 214 MAIN STREET VILLAGE CENTRAL, MA WAN ISLAND, TSUEN WAN, NEW TERRITORIES",[],114.05825284964322,22.351984066121275,1742,1,0,0,0,5,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,馬灣輝記海鮮飯店有限公司,"G/F, 211 & 214 MAIN STREET VILLAGE CENTRAL, MA WAN ISLAND, TSUEN WAN, NEW TERRITORIES",[],114.05825284964322,22.351984066121275,1742,1,0,0,0,5,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,馬灣輝記海鮮飯店有限公司,"G/F, 211 & 214 MAIN STREET VILLAGE CENTRAL, MA WAN ISLAND, TSUEN WAN, NEW TERRITORIES",[],114.05825284964322,22.351984066121275,1742,1,0,0,0,5,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,Captain Restaurant,"SHOP A, 2/F, JADE PLAZA, 298 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11735867807516,22.36905431485225,1006,10,4,0,4,5,2,0,0,4,34.61874441465594,18040,2.3961456102783725,0.4865951742627346,0.9714030384271671,0.483467381590706,0.24411134903640258,0.283
RL,Olive Cafe & Bar,"SHOP NO. G4, G/F, GRAND CITY PLAZA, 1-17 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",['F'],114.11428612382817,22.37482169287969,978,4,0,0,0,2,6,0,1,0,49.85151296028479,50140,2.798567870485679,0.5134052731115808,0.9332517521415062,0.4235176326621426,0.7562266500622665,0.291
RL,新東記潮州粉麵專家,"FLAT 6 ON G/F, TAK YAN HOUSE STAGE 16, NOS. 53, 57, 59, 63, 65, 69, 71 AND 75 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11184506216637,22.371259677396736,997,10,0,0,0,1,0,0,0,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RL,真味日本料理,"SHOP NO. 11, G/F, BRIGHTON PLACE, 23 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11739421734468,22.372343289839264,993,9,4,0,0,3,2,0,1,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RL,MO-IKKEN CAFE,"GROUND FLOOR, NO. 34 TIN LIU NEW VILLAGE, LOT NO. 592 IN MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05952304325046,22.35200305113196,1742,5,1,0,1,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,MO-IKKEN CAFE,"GROUND FLOOR, NO. 34 TIN LIU NEW VILLAGE, LOT NO. 592 IN MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05952304325046,22.35200305113196,1742,5,1,0,1,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,MO-IKKEN CAFE,"GROUND FLOOR, NO. 34 TIN LIU NEW VILLAGE, LOT NO. 592 IN MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05952304325046,22.35200305113196,1742,5,1,0,1,4,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,雲米家,"G/F, NO. 17 SZE PEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.117210402208,22.36984468641218,1005,14,0,0,0,2,2,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RL,Yin Yue,"(PORTION) 30/F, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",[],114.1206700327437,22.36910355853341,996,19,0,0,0,6,0,0,0,1,50.25028304557034,28140,2.8309294871794872,0.5162751202943674,0.9736767619586754,0.4656099632040759,0.7620192307692307,0.444
RL,四季餐廳,"SHOP 129, LEI MUK SHUE SHOPPING CENTRE, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.13575000000004,22.378480000000025,1018,1,0,0,3,4,3,0,0,0,50.71238303517011,19920,2.7453740157480313,0.45875309217366367,0.9641487111461657,0.48209228121750974,0.0,0.126
RL,兆和茶餐廳,"G/F, 36 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11768397973742,22.371817157776945,993,12,7,0,0,2,2,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RL,PIZZA HUT,"SHOP NO. 1035 AND OPEN SEATING AREA,LEVEL 1, DISCOVERY PARK SHOPPING CENTRE, TSUEN WAN, NEW TERRITORIES",[],114.11182117374231,22.37610592617472,978,6,0,0,0,0,0,0,0,0,49.85151296028479,50140,2.798567870485679,0.5134052731115808,0.9332517521415062,0.4235176326621426,0.7562266500622665,0.291
RL,陳記花園燒鵝,"REAR PORTION, G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE, CHAN KEE COMMERCIAL CENTRE, 48 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",['A'],114.05990307874043,22.36787175404274,1061,0,0,0,2,4,0,0,0,0,37.308040770101925,29390,3.109154929577465,0.49037372593431483,0.956964892412231,0.4881087202718007,0.47183098591549294,0.227
RL,合利車仔麵,"G/F, NO. 7 TSO KUNG SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11169117042408,22.372847419405744,991,7,1,0,2,4,0,0,1,0,36.88699165797706,17500,2.705218617771509,0.4692387904066736,0.8852971845672576,0.49061522419186654,0.3300423131170663,0.308
RL,PIZZA HUT,"SHOP 1 & 2, G/F, BELVEDERE GARDEN SHOPPING CENTRE, BELVEDERE GARDEN, PHASE II, TSUEN WAN, NEW TERRITORIES",[],114.09999850751672,22.37160602264317,982,3,0,0,9,3,0,0,1,0,49.567049511097316,47070,3.18566131025958,0.5095452428992705,0.9232500388018005,0.45964612758031975,0.872929542645241,0.295
RL,CO CO DUCK,"G/F, NO. 115-117 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11570174345547,22.36835844925062,999,6,1,0,2,1,1,0,0,5,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RL,Tao Square,"SHOP 609-613, LEVEL 6, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RL,Wonderland Restaurant,"SHOP NO. S1 & S1A, LEVEL 1, PARK ISLAND - PIER, 8 PAK LAI ROAD, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0627569491336,22.354128701777256,1741,4,1,0,0,0,0,0,0,0,38.2863860187278,56720,2.5312627707396813,0.5796738779463998,0.8264449467226348,0.4300936390054892,0.695136902329383,0.246
RL,EUPHORIC BANQUET,"2/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.1167183844916,22.370066220113102,995,16,0,0,0,3,2,0,1,7,37.48310741425344,18110,2.7292600896860986,0.42411172725405627,0.911275415896488,0.47196549599507087,0.3811659192825112,0.335
RL,Pride Kitchen,"SHOP 130, 1/F, LEI MUK SHUE SHOPPING CENTRE, LEI MUK SHUE ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13655155996634,22.3781367774951,1018,3,3,0,3,3,0,0,1,0,50.71238303517011,19920,2.7453740157480313,0.45875309217366367,0.9641487111461657,0.48209228121750974,0.0,0.126
RL,LIDO HEEN,"L2 & L5, ROYAL VIEW HOTEL AND OUTSIDE SEATING ACCOMMODATION AT L2 & L5, 353 CASTLE PEAK ROAD, TING KAU, TSUEN WAN, NEW TERRITORIES","['A', 'E', 'F', 'G', 'H']",114.0780619690558,22.36845412867538,970,0,0,0,0,0,0,0,0,1,38.8083634175692,18730,2.747107438016529,0.42839951865222625,0.9103489771359807,0.4651022864019254,0.5867768595041323,0.325
RL,LIDO HEEN,"L2 & L5, ROYAL VIEW HOTEL AND OUTSIDE SEATING ACCOMMODATION AT L2 & L5, 353 CASTLE PEAK ROAD, TING KAU, TSUEN WAN, NEW TERRITORIES","['A', 'E', 'F', 'G', 'H']",114.0780619690558,22.36845412867538,970,0,0,0,0,0,0,0,0,1,38.8083634175692,18730,2.747107438016529,0.42839951865222625,0.9103489771359807,0.4651022864019254,0.5867768595041323,0.325
RL,BE DIFFERENT,"G/F, LOT 420, 351 MA WAN MAIN STREET, VILLAGE NORTH, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.06000315866436,22.353320644401634,1742,1,1,0,0,0,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,BE DIFFERENT,"G/F, LOT 420, 351 MA WAN MAIN STREET, VILLAGE NORTH, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.06000315866436,22.353320644401634,1742,1,1,0,0,0,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,BE DIFFERENT,"G/F, LOT 420, 351 MA WAN MAIN STREET, VILLAGE NORTH, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.06000315866436,22.353320644401634,1742,1,1,0,0,0,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RL,Nittaya Restaurant,"G/F AND OUTSIDE SEATING ACCOMMODATION AT SHOPFRONT, 91 SHAM TSENG TSUEN, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",['A'],114.06104892500002,22.370309176000035,1061,2,0,0,0,2,0,0,0,0,37.308040770101925,29390,3.109154929577465,0.49037372593431483,0.956964892412231,0.4881087202718007,0.47183098591549294,0.227
RL,Sky Lounge,"41/F (MAJOR PORTION) & 42/F (PORTION), TOWER 1, NINA HOTEL TSUEN WAN WEST, 8 YEUNG UK ROAD, TWTL 353, TSUEN WAN, NEW TERRITORIES","['F', 'G', 'H']",114.11354725906324,22.368507018484408,1014,3,1,0,0,7,0,0,0,2,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RL,富都茶餐廳,"G/F, 12 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11716287681702,22.37248712329776,993,7,4,0,0,2,0,0,1,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RL,越棧,"SHOP NO. S33-34, 2/F, LUK YEUNG GALLERIA, LUK YEUNG SUN CHUEN, 22-26 WAI TSUEN ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11922893213074,22.373025744395804,1003,13,2,5,2,1,5,0,0,0,49.8834081788649,40040,2.7879595098561536,0.51490540798777,0.9384674183068985,0.44897764188801836,0.6819392647842302,0.237
RL,MX/ DONDONYA/ STARBUCKS COFFEE,"SHOP S10-12, LUK YEUNG GALLERIA, 22-26 WAI TSUEN ROAD, TSUEN WAN, NEW TERRITORIES","['G', 'H']",114.11922893213074,22.373025744395804,1003,13,2,5,2,1,5,0,0,0,49.8834081788649,40040,2.7879595098561536,0.51490540798777,0.9384674183068985,0.44897764188801836,0.6819392647842302,0.237
